RENT_STATION_NAME,06~09,09~12,12~15,15~18,18~21,기타
성내3동_030_1,53,30,48,75,128,100
성내3동_041_1,70,50,46,48,55,55
성북동_011_1,1,1,0,0,2,0
성북동_012_1,26,6,7,14,13,8
성북동_015_1,0,2,3,6,2,3
성북동_015_2,9,2,10,9,16,10
성북동_016_1,10,2,0,0,0,2
성북동_016_2,9,9,10,3,1,2
성북동_018_1,14,2,9,13,4,8
성북동_022_1,0,0,0,1,1,4
성북동_029_1,11,4,14,3,13,15
성산1동_006_1,36,36,20,35,53,30
성산1동_022_1,22,30,29,22,29,38
성산1동_030_1,2,0,8,17,13,10
성산1동_030_2,11,34,58,49,48,18
성산2동_001_1,6,4,4,14,23,7
성산2동_001_2,15,12,45,67,59,26
성산2동_001_3,2,6,22,32,62,30
성산2동_001_4,7,10,5,11,15,4
성산2동_002_1,27,3,7,5,20,16
성산2동_005_1,42,12,9,12,28,9
성산2동_010_1,20,13,8,11,25,33
성산2동_012_1,5,11,8,3,3,2
성산2동_012_2,32,35,23,36,60,18
성산2동_017_1,7,25,13,12,16,15
성산2동_026_1,30,14,29,32,70,47
성산2동_032_1,21,14,8,15,22,24
성산2동_063_1,32,23,9,8,6,6
성산2동_076_2,7,18,30,48,32,9
성산2동_076_3,2,3,17,11,27,4
성수1가1동_002_1,22,18,23,23,60,34
성수1가1동_003_1,16,20,45,44,52,11
성수1가1동_003_2,29,37,23,42,60,21
성수1가1동_008_1,5,4,3,24,20,14
성수1가1동_008_2,4,12,38,45,72,15
성수1가1동_008_3,2,2,6,16,29,9
성수1가1동_009_1,38,27,18,48,63,40
성수1가1동_029_1,16,10,11,32,57,14
성수1가1동_029_2,3,4,6,11,20,8
성수1가2동_001_1,40,32,29,50,77,46
성수1가2동_001_2,22,24,45,36,26,31
성수1가2동_005_2,6,10,11,18,49,22
성수1가2동_005_3,16,18,8,26,61,31
성수1가2동_019_1,13,26,38,25,34,18
성수1가2동_019_2,24,28,18,34,119,53
성수2가1동_023_1,85,49,28,41,91,38
성수2가3동_002_1,6,15,31,28,49,7
성수2가3동_002_3,29,28,45,46,55,35
성수2가3동_004_1,30,42,39,45,51,33
성수2가3동_004_2,7,14,24,46,72,7
성수2가3동_006_2,113,61,52,76,128,28
성수2가3동_006_3,6,11,6,23,40,10
성수2가3동_006_4,34,28,14,18,41,29
성수2가3동_007_2,8,24,32,56,54,4
성수2가3동_008_1,19,12,25,37,67,16
성수2가3동_008_2,2,13,16,34,87,24
성수2가3동_012_1,45,49,39,50,53,16
성수2가3동_012_2,19,19,22,56,84,8
성수2가3동_012_4,18,14,35,47,58,4
세곡동_003_1,5,9,8,8,10,2
세곡동_004_1,2,2,2,6,10,0
세곡동_005_1,6,6,2,2,7,3
세곡동_009_1,10,4,0,4,0,4
세곡동_010_1,43,27,19,15,27,5
세곡동_011_1,13,7,1,17,12,4
세곡동_033_1,19,12,6,6,21,16
세곡동_047_1,34,6,2,20,16,10
세곡동_049_1,17,2,11,3,6,5
세곡동_051_1,10,8,8,17,11,10
세곡동_052_1,4,0,2,5,5,0
세곡동_053_1,18,4,2,10,20,6
세곡동_056_1,40,10,8,13,15,8
세곡동_070_2,0,2,3,6,5,0
세곡동_070_3,6,4,6,2,13,13
세곡동_075_1,3,3,0,6,2,2
소공동_001_1,4,10,12,15,18,7
소공동_001_10,6,2,11,21,18,0
소공동_001_11,10,18,20,26,18,8
소공동_001_2,14,17,14,28,25,4
소공동_001_3,8,5,1,12,6,0
소공동_001_4,10,15,13,19,34,1
소공동_001_5,2,4,8,2,20,10
소공동_001_6,2,0,4,9,29,6
소공동_001_7,7,3,2,2,18,4
소공동_001_8,19,25,16,38,74,20
소공동_001_9,0,2,2,2,0,0
소공동_002_1,21,19,24,24,27,9
소공동_002_3,8,4,16,6,19,3
소공동_002_4,13,21,7,19,16,6
소공동_002_5,8,9,10,32,19,8
소공동_003_1,24,10,24,28,62,28
송정동_004_1,6,9,7,10,52,10
송정동_004_2,13,11,9,19,87,15
송정동_004_4,37,40,23,36,62,34
송정동_009_1,82,42,30,43,43,38
송정동_015_1,37,7,9,20,23,18
송중동_019_1,16,7,21,36,44,32
송중동_036_1,4,4,0,6,6,12
송중동_054_1,14,0,2,6,0,4
송천동_010_1,5,6,0,0,3,2
송천동_012_1,17,9,12,7,12,7
송천동_026_1,4,8,10,0,5,9
송천동_027_1,4,0,0,5,7,16
송천동_043_1,2,0,8,10,8,8
송천동_044_1,2,4,0,2,1,7
송천동_049_1,8,0,0,0,0,6
송천동_053_1,9,2,0,4,1,6
송파1동_014_1,26,23,42,50,64,53
송파1동_030_1,52,26,26,47,50,29
송파1동_038_1,90,72,45,49,117,75
송파2동_002_1,35,15,35,37,63,61
송파2동_003_1,6,4,2,12,8,6
송파2동_007_1,33,14,11,15,37,20
송파2동_008_1,18,26,14,15,1,8
송파2동_008_2,5,3,8,3,11,10
수궁동_011_1,6,1,1,6,5,3
수궁동_020_1,6,4,2,10,7,11
수궁동_038_1,0,0,2,4,0,0
수궁동_038_2,8,4,2,7,25,12
수궁동_038_3,4,2,3,5,4,12
수색동_004_2,48,18,20,27,28,11
수서동_019_1,25,6,14,6,41,18
수서동_023_1,26,15,30,39,90,40
수서동_028_1,16,1,9,24,47,13
수서동_028_2,5,5,10,7,9,6
수유1동_006_1,8,8,4,9,9,10
수유2동_010_1,12,17,10,15,35,21
수유2동_027_2,8,4,6,8,12,10
수유2동_028_1,10,19,8,17,11,17
수유2동_030_1,14,15,13,8,10,14
수유3동_004_1,14,23,20,28,26,17
수유3동_016_1,8,5,10,11,8,18
수유3동_017_1,6,6,6,8,21,43
수유3동_019_1,0,0,2,3,15,14
수유3동_020_1,17,16,3,16,16,12
수유3동_021_1,8,15,25,41,57,52
수유3동_025_1,12,14,18,38,34,48
숭인1동_009_1,37,35,38,59,54,49
숭인2동_005_1,26,29,14,12,27,26
숭인2동_005_2,26,4,18,19,28,25
숭인2동_012_1,24,18,26,26,34,28
시흥1동_001_1,3,5,2,0,0,0
시흥1동_003_1,4,2,4,4,6,4
시흥1동_003_2,12,2,10,4,16,12
시흥1동_003_3,20,2,10,6,35,13
시흥1동_003_4,0,0,14,6,10,4
시흥1동_004_1,10,4,4,4,2,2
시흥1동_024_1,18,10,8,4,9,7
시흥1동_041_1,18,4,0,0,4,4
시흥1동_042_1,25,10,4,12,21,10
시흥1동_046_1,10,4,2,14,4,6
시흥1동_048_1,2,12,0,2,2,0
시흥2동_001_2,10,3,4,9,5,3
시흥3동_001_1,0,0,0,2,8,0
시흥3동_020_1,4,0,2,8,8,2
시흥3동_021_1,4,2,2,8,4,4
시흥4동_001_1,0,2,0,2,0,0
시흥4동_011_1,13,3,2,2,0,0
시흥4동_012_1,8,0,0,0,0,0
시흥4동_026_1,13,0,2,0,2,3
신길1동_001_1,32,15,5,4,8,12
신길1동_005_1,12,13,26,38,57,52
신길1동_008_1,12,3,14,11,17,11
신길1동_030_1,18,12,10,16,18,20
신길3동_021_1,32,10,6,13,15,32
신길3동_021_2,18,3,1,9,2,7
신길3동_026_1,11,2,1,15,13,10
신길3동_026_2,15,11,10,5,20,15
신길3동_027_1,27,18,13,16,29,23
신길3동_033_1,10,0,6,6,4,4
신길3동_033_2,34,12,5,19,18,4
신길4동_004_1,37,4,5,12,7,13
신길4동_023_1,34,10,6,17,6,9
신길6동_006_1,19,12,8,22,28,15
신길6동_009_1,14,12,16,23,38,25
신길6동_018_1,50,20,27,41,37,29
신길7동_001_2,151,16,30,41,46,32
신길7동_007_1,22,12,6,10,10,10
신길7동_009_1,5,9,12,14,14,12
신길7동_016_1,16,5,1,5,7,6
신길7동_019_1,28,14,6,16,21,9
신길7동_021_1,24,12,11,14,24,21
신길7동_028_1,31,11,10,4,21,29
신내1동_001_1,8,5,5,11,17,0
신내1동_002_1,14,3,5,10,2,0
신내1동_002_2,0,2,4,0,6,4
신내1동_008_1,15,7,2,7,9,8
신내1동_019_1,23,1,2,4,7,5
신내1동_022_2,6,2,0,1,3,6
신내1동_022_3,8,8,2,2,2,2
신내1동_022_4,10,7,5,8,12,4
신내1동_023_1,22,10,6,20,0,12
신내1동_025_1,8,0,0,2,2,8
신내1동_043_1,28,3,5,19,22,17
신내1동_045_1,14,6,11,1,7,5
신내1동_053_1,4,9,9,18,14,48
신내1동_059_1,31,5,6,4,20,14
신내1동_059_2,8,4,6,4,4,8
신내1동_073_1,22,10,8,7,37,16
신내2동_002_1,5,7,7,13,16,16
신내2동_002_2,17,16,7,17,33,20
신내2동_004_1,6,7,11,14,13,11
신내2동_004_2,37,13,24,42,71,39
신당5동_014_1,15,0,6,5,5,7
신당동_004_1,56,38,51,57,60,98
신당동_005_1,9,15,6,26,8,22
신당동_005_2,7,8,23,29,24,51
신대방1동_015_1,18,18,13,13,10,34
신대방1동_019_1,11,5,8,7,38,33
신대방1동_046_1,17,10,16,22,21,14
신대방2동_007_1,9,16,7,25,57,30
신대방2동_007_2,20,6,13,30,39,20
신대방2동_007_3,44,12,8,8,33,9
신대방2동_009_1,19,11,8,21,33,18
신대방2동_011_1,46,23,20,20,20,19
신대방2동_020_1,37,27,43,80,71,80
신대방2동_033_1,14,20,8,24,16,24
신도림동_005_1,29,14,13,26,40,18
신도림동_008_1,55,24,3,17,44,25
신도림동_030_1,40,23,40,75,121,39
신도림동_033_1,15,29,16,26,36,38
신도림동_050_1,106,44,46,113,137,46
신도림동_057_1,20,6,7,17,26,36
신도림동_067_1,16,25,17,17,45,36
신도림동_069_1,26,8,13,31,50,22
신도림동_071_1,21,3,6,7,20,15
신림동_002_1,8,8,12,11,7,6
신림동_006_1,33,40,57,70,100,124
신림동_012_1,4,0,12,12,19,3
신림동_012_2,8,7,7,7,26,27
신림동_027_2,18,23,31,42,73,47
신사1동_032_1,18,2,12,11,9,16
신사1동_053_1,45,11,18,11,15,8
신사2동_013_1,6,0,4,13,21,6
신사동_001_1,42,13,33,43,83,34
신사동_003_1,9,14,11,13,10,27
신사동_018_1,1,5,14,8,28,30
신사동_019_2,3,8,4,6,25,10
신사동_020_1,25,0,4,11,27,23
신사동_021_1,4,2,3,15,17,13
신사동_024_1,16,19,9,27,36,23
신사동_026_1,9,5,2,8,10,22
신사동_042_1,20,2,10,6,12,6
신수동_002_1,18,12,4,8,8,12
신수동_005_1,11,7,8,10,9,19
신수동_021_1,38,24,21,32,29,12
신수동_026_1,10,1,3,4,12,2
신수동_027_1,14,6,9,7,11,5
신수동_047_1,24,14,17,25,14,20
신월1동_011_1,24,6,15,15,21,17
신월1동_013_1,40,6,4,23,17,8
신월1동_014_1,20,8,16,15,24,5
신월1동_039_1,27,13,10,14,14,8
신월2동_006_1,21,3,6,11,19,4
신월2동_009_1,20,16,10,20,14,16
신월2동_013_1,0,2,0,6,0,6
신월2동_031_1,12,3,1,7,8,9
신월2동_033_1,32,14,14,18,12,8
신월3동_001_1,6,6,2,25,9,2
신월3동_006_1,10,0,20,30,10,6
신월3동_007_1,16,15,12,19,14,10
신월4동_001_1,31,5,4,11,15,6
신월4동_007_1,0,2,0,0,0,2
신월4동_014_1,28,15,1,11,13,12
신월5동_023_1,13,9,16,20,17,13
신월6동_002_1,17,6,6,29,34,38
신월7동_013_1,30,12,7,10,22,17
신월7동_015_1,18,7,4,11,19,17
신월7동_032_1,16,8,10,17,12,17
신정1동_005_1,51,43,46,70,49,53
신정1동_005_2,23,20,17,13,17,18
신정1동_005_3,26,6,12,14,20,6
신정1동_006_1,30,20,10,23,34,25
신정1동_007_1,70,12,31,50,58,43
신정2동_003_1,50,30,36,55,58,43
신정2동_021_1,40,22,18,35,66,67
신정2동_026_1,24,11,11,25,24,31
신정2동_028_1,89,59,38,53,58,49
신정3동_001_1,25,4,7,8,10,16
신정3동_010_1,4,2,25,35,10,10
신정3동_010_2,10,10,38,10,8,14
신정3동_013_1,12,10,2,3,8,5
신정3동_014_1,14,6,8,2,3,3
신정3동_057_1,11,7,8,8,10,10
신정3동_062_1,45,7,10,17,17,10
신정3동_062_2,0,0,0,2,2,0
신정3동_062_3,0,2,2,1,1,10
신정3동_062_4,7,6,3,13,14,11
신정3동_066_1,40,4,3,15,18,14
신정3동_079_1,15,8,1,12,16,2
신정3동_091_1,17,15,2,26,20,12
신정3동_095_1,22,8,6,10,11,3
신정4동_005_1,57,31,28,53,55,52
신정4동_013_1,22,8,4,8,49,31
신정4동_015_1,28,21,30,39,60,32
신정4동_045_1,30,39,34,38,98,59
신정6동_002_1,48,58,92,97,156,99
신정6동_002_2,59,17,24,25,29,56
신정6동_002_3,37,34,27,42,51,41
신정6동_002_4,30,12,11,9,19,21
신정6동_017_1,60,52,40,68,74,32
신정6동_018_1,43,17,25,37,46,82
신정6동_020_1,28,7,8,11,18,4
신정6동_026_2,98,47,22,63,49,43
신정6동_028_1,11,5,18,89,18,7
신정6동_036_1,59,21,24,32,28,22
신정6동_044_1,38,9,6,30,43,28
신정7동_001_1,78,13,9,24,22,8
신정7동_001_2,57,15,25,66,67,30
신정7동_001_3,28,9,10,26,41,16
신정7동_003_1,43,5,14,36,33,21
신정7동_004_1,52,6,11,20,11,26
신정7동_004_2,15,18,27,30,36,38
신정7동_008_1,22,9,2,14,24,11
신정7동_021_1,35,7,32,24,40,20
신정7동_043_1,71,30,42,54,35,20
신촌동_001_1,22,7,7,19,8,9
신촌동_006_2,6,2,10,13,13,22
신촌동_008_1,7,10,12,16,29,0
신촌동_010_1,2,2,2,4,8,2
신촌동_012_1,0,0,0,8,0,4
신촌동_016_1,5,7,6,7,22,27
신촌동_021_1,5,15,0,7,7,6
신촌동_024_1,13,4,11,3,12,19
신촌동_024_2,8,5,7,11,11,10
신촌동_024_3,5,11,24,14,30,20
신촌동_024_5,0,2,3,11,22,6
신촌동_028_1,4,6,4,9,6,9
신촌동_032_1,4,5,16,12,25,44
신촌동_038_1,12,6,7,5,3,5
쌍문1동_001_1,5,10,14,13,14,10
쌍문1동_002_1,4,0,2,3,7,10
쌍문1동_002_2,9,3,12,4,4,22
쌍문1동_017_1,42,10,10,17,21,30
쌍문2동_015_1,19,3,5,16,17,20
쌍문2동_020_1,9,7,5,8,7,2
쌍문2동_028_1,10,2,1,9,19,11
쌍문3동_003_2,8,4,8,31,29,12
쌍문3동_024_1,4,13,4,15,12,22
쌍문4동_007_1,25,7,3,18,12,5
쌍문4동_008_1,15,14,7,28,14,18
쌍문4동_033_1,6,14,11,18,22,19
쌍문4동_034_1,9,2,8,10,13,8
아현동_002_1,16,2,0,3,1,2
아현동_004_1,25,8,6,12,18,17
아현동_004_2,4,2,8,3,9,6
아현동_006_1,21,18,11,18,26,6
아현동_013_1,4,0,2,0,0,0
아현동_021_1,6,21,16,21,46,16
아현동_037_1,0,0,0,2,0,4
안암동_006_1,4,4,8,21,14,9
안암동_008_1,24,17,33,35,27,34
안암동_012_1,38,23,39,42,31,25
안암동_013_1,37,12,20,31,24,28
안암동_015_1,14,40,50,74,59,45
안암동_028_1,13,33,18,51,39,34
안암동_028_2,2,14,29,23,2,20
암사1동_001_1,6,6,0,10,6,4
암사1동_043_1,8,2,2,6,20,10
암사1동_044_1,14,14,24,17,30,17
암사1동_057_1,10,2,0,11,7,6
암사2동_002_1,56,27,20,45,68,56
암사2동_005_1,4,5,1,2,0,0
암사2동_005_2,0,0,0,8,0,0
암사3동_004_1,19,9,8,16,18,2
암사3동_006_1,9,6,5,5,15,10
암사3동_006_2,12,12,12,24,14,20
암사3동_007_1,18,2,6,11,13,6
암사3동_013_1,27,0,2,7,3,5
암사3동_018_1,20,3,5,22,42,14
암사3동_024_1,9,10,8,2,5,10
암사3동_027_1,4,4,6,4,2,4
압구정동_025_1,8,7,14,10,43,14
압구정동_026_1,8,27,12,28,59,42
압구정동_037_1,2,8,0,0,14,2
압구정동_044_1,4,2,12,7,13,8
압구정동_045_1,4,1,7,14,10,6
압구정동_048_1,7,1,5,17,16,6
압구정동_051_1,32,22,21,39,54,28
약수동_003_1,0,2,2,2,12,8
약수동_007_1,6,4,0,10,10,6
약수동_007_2,4,6,2,0,0,0
약수동_021_1,4,0,0,0,3,5
양재1동_005_1,6,8,18,12,10,6
양재1동_011_1,24,10,6,22,46,16
양재1동_013_1,4,10,9,9,31,3
양재1동_013_2,3,22,18,14,28,19
양재1동_018_1,8,8,12,26,36,6
양재1동_018_2,8,12,8,21,29,10
양재1동_019_1,2,12,10,6,26,6
양재1동_019_2,12,8,11,14,22,3
양재1동_031_1,3,3,3,5,12,8
양재1동_033_1,18,12,8,4,12,8
양재1동_033_2,9,5,12,22,24,4
양재1동_063_1,31,17,9,19,19,17
양재1동_064_1,15,9,5,7,10,4
양재1동_065_1,15,3,0,8,1,1
양재1동_065_2,6,4,0,2,12,2
양재1동_078_1,12,8,6,11,5,4
양재1동_082_1,8,5,3,4,6,4
양재2동_004_1,10,10,6,6,10,4
양재2동_005_1,16,13,18,18,39,14
양재2동_005_2,8,9,11,21,22,7
양재2동_005_3,14,20,3,9,24,12
양재2동_007_1,24,19,13,20,22,6
양재2동_010_1,8,10,2,12,24,6
양재2동_026_1,16,16,25,22,24,15
양재2동_032_1,6,2,0,0,0,4
양재2동_035_1,14,4,0,4,0,4
양재2동_039_1,0,0,0,6,0,6
양재2동_039_2,60,33,13,31,53,22
양재2동_039_3,6,3,6,12,19,2
양재2동_039_4,0,0,0,4,8,0
양재2동_039_5,8,10,8,9,22,5
양재2동_039_6,6,22,19,38,37,6
양재2동_040_3,0,0,0,2,2,0
양재2동_040_4,2,2,0,2,5,3
양평1동_001_2,32,13,6,18,38,13
양평1동_003_1,47,12,14,16,35,36
양평1동_007_1,29,36,40,36,68,21
양평1동_008_1,51,35,20,41,91,30
양평1동_011_1,9,4,10,23,42,20
양평1동_013_1,42,26,34,79,89,36
양평1동_020_1,90,32,24,37,91,32
양평1동_027_1,10,5,9,12,17,9
양평1동_027_2,6,5,7,33,28,1
양평1동_028_1,79,20,28,53,70,24
양평2동_002_1,20,25,18,32,67,20
양평2동_006_1,34,20,20,28,36,24
양평2동_007_1,39,27,53,54,130,53
양평2동_011_1,11,22,21,78,104,30
양평2동_017_1,32,9,15,24,37,19
양평2동_029_1,114,10,20,32,61,31
양평2동_033_1,23,14,15,69,41,12
여의동_001_1,45,29,40,111,146,21
여의동_001_2,44,28,41,33,95,19
여의동_001_3,6,17,32,62,131,4
여의동_002_10,0,4,17,22,31,4
여의동_002_11,0,4,3,9,16,0
여의동_002_12,2,1,9,5,27,2
여의동_002_13,0,7,5,4,21,9
여의동_002_14,0,2,6,8,16,2
여의동_002_15,0,3,9,1,1,0
여의동_002_16,0,3,5,8,6,2
여의동_002_17,0,2,2,1,1,4
여의동_002_18,18,9,23,39,73,12
여의동_002_3,9,3,2,11,7,14
여의동_002_4,14,8,4,13,11,16
여의동_002_5,3,1,18,9,30,11
여의동_002_7,7,9,10,16,50,2
여의동_002_8,6,4,6,11,33,4
여의동_002_9,3,7,8,23,17,0
여의동_004_1,12,6,6,27,59,6
여의동_006_11,10,38,66,129,99,20
여의동_006_15,40,12,10,37,79,18
여의동_006_16,52,32,55,132,120,11
여의동_006_17,71,38,24,56,67,28
여의동_006_2,3,9,13,32,51,0
여의동_006_4,10,12,11,32,34,21
여의동_006_8,33,43,44,173,92,17
여의동_006_9,10,14,19,51,41,9
여의동_010_1,56,31,65,139,264,119
여의동_016_1,17,29,40,39,47,18
여의동_017_1,24,30,36,72,49,11
여의동_024_1,37,19,25,56,77,20
여의동_032_1,25,23,23,60,37,12
여의동_032_2,16,29,22,72,74,15
여의동_035_1,15,11,10,8,7,13
여의동_037_1,19,45,39,68,108,11
여의동_037_2,38,9,14,20,32,25
여의동_042_1,28,22,7,29,60,16
여의동_049_1,12,20,16,20,14,34
여의동_049_2,57,14,19,21,47,38
여의동_051_2,27,18,23,56,79,21
여의동_051_3,8,22,32,68,144,14
여의동_051_4,24,9,7,9,39,26
여의동_051_6,39,59,34,71,24,1
여의동_051_7,8,24,22,72,71,7
여의동_060_1,18,10,13,33,81,29
역삼1동_009_1,8,6,12,16,14,10
역삼1동_012_1,6,12,7,7,6,2
역삼1동_012_2,18,2,1,19,10,8
역삼1동_013_1,10,3,15,3,7,10
역삼1동_020_1,3,8,21,16,12,0
역삼1동_029_1,4,1,7,9,21,8
역삼1동_037_1,11,8,17,20,26,20
역삼1동_038_1,4,10,9,9,28,12
역삼1동_041_1,12,12,16,18,47,7
역삼1동_043_1,17,13,4,18,28,16
역삼1동_044_1,18,13,24,19,55,35
역삼1동_055_1,6,5,12,33,9,7
역삼1동_056_1,7,5,8,22,36,22
역삼1동_057_1,10,5,14,16,23,6
역삼1동_061_1,4,5,1,6,10,14
역삼2동_002_1,7,0,1,1,3,12
역삼2동_003_1,6,13,12,11,6,4
역삼2동_003_2,16,28,29,30,58,29
역삼2동_009_1,2,4,1,9,6,6
역삼2동_022_1,4,4,0,10,10,6
역삼2동_050_1,6,2,6,8,21,3
역삼2동_051_1,7,15,6,7,11,12
역삼2동_061_1,22,3,8,12,23,8
역삼2동_068_1,9,7,4,4,17,15
역촌동_031_1,14,8,8,16,18,8
역촌동_032_1,16,6,7,17,16,8
역촌동_039_1,0,3,9,6,9,7
역촌동_044_1,16,7,16,10,13,38
역촌동_048_1,28,8,7,7,5,5
역촌동_068_1,27,27,46,31,76,59
역촌동_080_1,61,23,32,30,56,34
역촌동_083_1,14,3,0,2,4,3
연남동_005_1,44,32,26,34,51,23
연남동_010_1,32,18,17,40,56,13
연남동_014_1,6,10,19,21,17,17
연남동_029_2,60,47,32,50,80,71
연희동_003_1,3,7,4,5,1,2
연희동_018_1,10,16,2,6,4,4
연희동_036_1,31,7,7,10,9,8
연희동_042_1,19,30,19,31,38,17
연희동_046_1,14,10,13,23,26,24
연희동_055_1,37,20,11,20,16,18
연희동_064_1,8,6,6,6,8,0
연희동_065_1,4,7,6,3,8,8
연희동_066_2,6,5,10,6,21,12
연희동_066_3,15,7,8,8,8,8
염리동_021_1,18,14,2,8,6,2
염리동_031_1,18,12,18,32,27,29
염창동_003_1,8,2,4,12,10,6
염창동_005_1,88,28,24,43,45,46
염창동_006_1,11,10,7,1,8,13
염창동_010_1,28,12,11,19,38,22
염창동_042_1,60,12,9,22,50,25
염창동_058_1,12,3,7,22,18,16
염창동_060_1,10,21,7,13,12,9
염창동_061_1,32,28,22,42,80,26
염창동_061_2,14,11,14,8,29,38
염창동_064_1,22,8,11,10,27,12
염창동_087_1,24,7,21,15,45,22
영등포동_002_1,56,21,25,26,45,19
영등포동_009_1,45,18,23,22,43,27
영등포동_016_1,35,20,40,28,49,40
영등포동_019_1,54,28,17,23,25,31
영등포동_021_4,27,19,19,43,36,28
영등포동_023_1,35,10,12,43,71,31
영등포동_024_1,28,10,57,122,119,50
영등포동_025_1,71,12,23,26,44,22
영등포동_027_1,105,6,13,24,57,31
영등포동_038_1,159,15,18,29,89,22
영등포동_039_1,73,35,40,52,97,65
영등포동_053_1,50,10,15,13,26,24
영등포동_053_2,86,13,16,19,29,31
영등포동_054_1,71,8,8,8,38,27
영등포동_056_1,30,10,8,19,49,60
영등포본동_011_1,27,5,5,16,12,19
영등포본동_012_1,25,4,12,8,30,15
영등포본동_014_1,28,11,9,28,22,14
영등포본동_020_2,107,28,25,44,42,38
영등포본동_020_3,51,31,34,37,93,74
영등포본동_023_1,44,10,5,20,22,27
영등포본동_035_1,40,2,8,15,16,17
영등포본동_037_1,26,15,25,24,38,52
영등포본동_039_1,29,3,3,12,10,5
영등포본동_040_1,10,6,2,0,14,4
오금동_005_1,23,11,2,2,5,5
오금동_006_1,14,18,15,8,18,3
오금동_007_1,17,13,21,16,45,18
오금동_012_1,16,2,6,8,8,16
오금동_020_1,13,7,5,12,26,21
오금동_023_1,14,6,7,17,8,8
오금동_028_1,14,4,4,9,13,4
오금동_038_1,6,10,19,35,36,0
오금동_038_2,0,0,0,3,7,4
오금동_038_3,4,0,0,2,6,4
오금동_041_1,32,13,12,15,14,10
오금동_056_1,29,9,26,15,10,11
오금동_056_2,33,13,15,13,29,29
오금동_062_1,20,6,5,9,4,2
오금동_070_1,19,24,11,20,25,29
오류1동_002_1,7,7,6,23,17,26
오류1동_024_1,17,5,3,3,7,11
오류1동_038_1,4,2,2,2,3,3
오류1동_039_1,19,5,2,9,12,19
오류2동_001_1,4,0,4,0,4,0
오류2동_004_1,8,5,15,20,3,11
오류2동_006_1,10,8,4,8,14,8
오류2동_009_1,4,2,6,8,0,6
오류2동_010_1,8,2,6,8,4,2
오류2동_011_1,20,5,6,13,18,12
오류2동_011_2,22,8,12,24,18,10
오류2동_013_2,12,14,4,9,36,9
오류2동_017_1,14,0,20,14,12,10
오류2동_018_1,58,10,11,38,37,34
오류2동_018_2,13,15,5,26,14,3
오류2동_018_3,5,7,5,24,15,0
오류2동_018_4,13,4,11,16,16,20
오류2동_047_1,2,2,0,4,7,3
오류2동_049_1,17,9,2,6,8,4
오류2동_055_1,8,2,2,4,4,0
오류2동_060_1,12,2,6,5,11,6
오류2동_066_1,33,11,10,12,22,16
오륜동_001_1,14,20,2,9,14,13
오륜동_001_2,17,22,24,28,65,30
오륜동_001_3,27,33,56,47,48,35
오륜동_001_4,93,44,54,110,174,53
오륜동_001_5,45,44,42,45,95,75
오륜동_002_1,14,18,57,71,62,14
오륜동_002_2,6,7,10,24,31,24
오륜동_002_3,26,15,11,13,58,47
오륜동_002_4,4,6,2,11,3,2
오륜동_002_5,6,2,8,8,11,7
오륜동_002_6,9,4,9,12,10,18
오륜동_002_7,4,2,6,4,12,8
오륜동_002_8,4,1,3,7,22,19
오륜동_003_1,0,2,0,10,4,0
오륜동_007_1,23,4,4,19,17,5
오륜동_009_1,6,10,2,10,8,8
오륜동_014_1,19,9,4,6,22,4
오륜동_018_1,18,20,20,48,48,34
오륜동_031_1,7,1,4,15,11,12
오륜동_033_1,30,9,5,13,18,17
오륜동_035_1,16,2,4,2,6,8
옥수동_003_1,6,8,6,0,2,4
옥수동_045_1,42,31,44,79,140,56
왕십리2동_004_1,16,6,8,9,17,12
왕십리2동_004_2,12,11,13,13,23,22
왕십리2동_028_1,15,3,4,2,2,6
왕십리2동_031_1,14,6,0,0,0,0
왕십리도선동_017_1,2,10,2,4,12,2
왕십리도선동_024_1,27,21,11,43,48,36
왕십리도선동_027_1,46,16,17,30,39,64
왕십리도선동_037_1,18,11,5,6,9,17
왕십리도선동_039_1,45,13,6,11,20,17
왕십리도선동_049_1,15,22,13,21,29,16
왕십리도선동_050_1,28,15,23,18,46,32
용강동_004_1,27,17,20,21,21,20
용강동_013_1,29,5,2,14,25,5
용강동_039_1,38,24,23,43,60,44
용강동_040_1,18,11,9,23,36,7
용답동_001_2,0,5,2,10,11,2
용답동_004_1,128,50,26,57,136,53
용답동_006_1,22,15,14,10,40,31
용답동_017_1,4,7,16,25,10,2
용답동_017_2,4,12,12,20,12,4
용답동_017_4,0,1,3,0,0,2
용답동_017_5,2,17,9,16,16,6
용답동_019_1,36,12,4,25,35,20
용답동_019_2,16,16,6,21,29,2
용답동_021_1,33,19,20,20,31,13
용문동_003_1,48,23,11,15,11,18
용문동_003_2,9,1,4,1,7,4
용산2가동_010_1,0,10,17,9,2,2
용산2가동_010_2,6,7,9,3,19,8
용산2가동_010_3,7,7,6,9,11,6
용산2가동_010_4,4,0,11,23,16,6
용산2가동_014_1,10,6,6,17,17,14
용신동_001_1,36,34,27,34,36,25
용신동_004_1,53,21,23,47,29,33
용신동_007_1,14,22,8,11,21,6
용신동_007_2,12,23,33,26,45,25
용신동_013_1,15,23,32,37,27,40
용신동_014_1,23,23,11,30,36,25
용신동_018_1,18,6,10,15,18,15
용신동_024_1,25,27,16,27,53,38
용신동_035_1,5,10,6,36,49,16
용신동_036_1,10,6,6,19,7,6
